input,output,instruction,is_dismissal,predicted_line,predicted_length,predicted_shot
play type description is four batting team is Australia bowling team is India total runs on delivery is 4 bowler name is Hardik Pandya batsman name is Aaron Finch over runs is 13 dismissal is False dismissal type is  dismissal text is 8.29 innings wickets is 0  ,"floats it up in the batsman's half and Finch takes full toll. An off drive of the highest quality. All along the ground. No chance for the fielder, moving to his right from mid-off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Hardik Pandya batsman name is Aaron Finch over runs is 13 dismissal is False dismissal type is  dismissal text is 8.22 innings wickets is 0  ,"taps a fuller delivery on middle past Rohit's right at short midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Short,Unknown
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 8.34 innings wickets is 0  ,"rocks back and cuts a shortish delivery through cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Cut
play type description is no run batting team is Australia bowling team is India total runs on delivery is 0 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 7.95 innings wickets is 0  ,"tosses it up, and Finch goes for the lap sweep, but is struck on the front pad. Impact outside off stump so Kuldeep wastes an appeal
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Sweep
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 7.9 innings wickets is 0  ,"another sweep, but this ball, being on leg stump, is better to be put away by that shot. Single to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Full,Sweep
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 7.82 innings wickets is 0  ,"good length ball on middle, Finch sweeps to long leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Good Length,Sweep
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 7.75 innings wickets is 0  ,"four balls played, four sweeps used in the battle of Finch v Kuldeep. Single to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Full,Sweep
play type description is no run batting team is Australia bowling team is India total runs on delivery is 0 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 7.59 innings wickets is 0  ,"slow through the air, and he keeps it outside off. Finch, backing away, goes for the cut, but that premeditated movement ruins his timing because it took him too far away from the ball
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Cut
play type description is six batting team is Australia bowling team is India total runs on delivery is 6 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 8.16 innings wickets is 0  ,"smokes it over deep midwicket. A slog sweep with all the power in the world. Chahal sets up the shot, though, by tossing the ball up and outside off. He's so far bowled flatter and outside off, hoping to deny batsmen the chance to get under the ball
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Sweep
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 8.11 innings wickets is 0  ,"flat-bats a short ball to long-off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is wide batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 8.19 innings wickets is 0  ,"skids straight on as he pitches a quick, good length ball on leg stump and it goes further down into Dhoni's gloves
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Good Length,Unknown
play type description is no run batting team is Australia bowling team is India total runs on delivery is 0 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 8.03 innings wickets is 0  ,"nudges a good length ball to midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Yuzvendra Chahal batsman name is Aaron Finch over runs is 10 dismissal is False dismissal type is  dismissal text is 8.0 innings wickets is 0  ,"another slider - and it's pitched perfect - on a good length on middle stump. Finch is backing away, but to his credit  he meets the ball with a straight bat and as a result finds a single to long-off. Good batting.
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Good Length,Unknown
play type description is run batting team is Australia bowling team is India total runs on delivery is 1 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 7.96 innings wickets is 0  ,"the sweeps seems to be the only shot he wants to play against the wristspinners. Yanks a full delivery outside off to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Sweep
play type description is out batting team is Australia bowling team is India total runs on delivery is 0 bowler name is Kuldeep Yadav batsman name is Aaron Finch over runs is 5 dismissal is True dismissal type is bowled dismissal text is 7.72 innings wickets is 0  ,"bowled im! This is splendid bowling from Kuldeep. He's assessed that Finch has decided it will be sweep or nothing tonight against spin and loads up for the shot again. But this ball is a too full. it's too close. It demands a straight bat but by the time the alarm bells ring in Finch's head, he sees red behind him. The other thing Kuldeep did well is bowl it quicker so the batsman didn't have the time to adjust
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",True,Off Stump,Full,Sweep
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 3 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 9.42 innings wickets is 0  ,"banged in short and outside off , Finch is rushed into a hook and hence top-edges it in the air over the leg side. Two men converge as the ball swirls away in the air. Malik and Amir are the fielders. It would have been a simpler catch for Amir, but Malik eventually lunges out for the ball and drops it. <b>Finch dropped first ball in the final</b>. What a play in Harare! How much will it cost Pakistan?
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Hook
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 6.5 innings wickets is 0  ,"short and cramps Finch for room, fended off the body to the leg side
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 9 dismissal is False dismissal type is  dismissal text is 6.92 innings wickets is 0  ,"back of a length and slanting away outside off with the angle from over the stumps, Finch gets on top of the ball and laces it away to the right of deep third man
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 9 dismissal is False dismissal type is  dismissal text is 6.85 innings wickets is 0  ,"on a length and angling across off, forced off the back foot to the covers
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Defend
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 9 dismissal is False dismissal type is  dismissal text is 7.76 innings wickets is 0  ,"back of a length and outside off, Finch taps it wide of point for a single
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 6.94 innings wickets is 0  ,"on a length and outside off, flashed to the covers
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 6.9 innings wickets is 0  ,"Ashraf hits a hard length on middle - neither cuttable nor pullable - dragged away to the leg side for one
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 6.52 innings wickets is 0  ,"back of a length, angling in at off stump, then seaming away outside off, Finch nearly swings himself off his feet as he looks to club it over the midwicket boundary. Beaten lavishly in the end
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 7.25 innings wickets is 0  ,"back of a length and holds its line on off stump, Finch lines it up and successfully clubs it away wide of deep square leg. How's Shoaib Malik feeling?
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 9 dismissal is False dismissal type is  dismissal text is 7.44 innings wickets is 0  ,"Pakistan's fielding has been horrid this morning. Misfield at mid-on. Sarfraz is peeved. Back of a length and outside off, heaved across the line to mid-on, where <strong>Nawaz takes his eyes off the ball and earns the wrath of Sarfraz</strong>
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 9 dismissal is False dismissal type is  dismissal text is 7.6 innings wickets is 0  ,"banged in on middle, chest-hunting ball, cramps Finch for room, beats him for pace, and draws a top edge that swirls away from the keeper running back
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Faheem Ashraf batsman name is Aaron Finch over runs is 16 dismissal is False dismissal type is  dismissal text is 8.36 innings wickets is 0  ,"just short of a good length on leg stump, and Finch swats it away like a fly to deep square leg. Just a single, though
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Good Length,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 14 dismissal is False dismissal type is  dismissal text is 8.91 innings wickets is 0  ,"Afridi hits a hard length and gets the ball to angle away outside off, Finch hops and jams to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is six batting team is Australia bowling team is Pakistan total runs on delivery is 6 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 14 dismissal is False dismissal type is  dismissal text is 9.53 innings wickets is 0  ,"Finch forays down the track, Afridi drags his length back and targets the body of the batsman. <strong>Top-edges it over fine leg's head for six</strong>
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Unknown
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 14 dismissal is False dismissal type is  dismissal text is 9.9 innings wickets is 0  ,"on a length and angling away outside off, Finch has a crack at it. And shovels in the air past the right of midwicket. The bottom hand doing all the work to generate strength
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 14 dismissal is False dismissal type is  dismissal text is 9.8 innings wickets is 0  ,"Finch ventures outside leg, Afridi chases him with a full dart, which is glanced away to short fine leg. The two batsmen risk a single. Short scoots off and slides his bat in. Even a direct hit might not have been enough
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Loft/Smash
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 13 dismissal is False dismissal type is  dismissal text is 9.57 innings wickets is 0  ,"good length and slides in at off, defended back. 'Very well bowled,' says Sarfraz from behind the stumps
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Defend
play type description is six batting team is Australia bowling team is Pakistan total runs on delivery is 6 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 13 dismissal is False dismissal type is  dismissal text is 10.12 innings wickets is 0  ,"Finch backs away outside leg and launches it with great authority of Sarfraz's head. Looped up wide outside off, Finch stays leg-side of the ball and hoists it for six
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is leg bye batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 9.96 innings wickets is 1  ,"full and slanting outside leg, catches the thigh pad and wanders away in the direction of midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 9.69 innings wickets is 0  ,"another leg-stump ball, Finch misses out on a flick again
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Full,Flick
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 9.5 innings wickets is 0  ,"dug in short at the body, Finch now misses out on a hook, he was early into the shot, this was the change-up.<strong> Cops a blow on the chest</strong>
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Hook
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 9.44 innings wickets is 0  ,"full on the stumps, driven away to cow corner, they decide against the second run
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 9.27 innings wickets is 0  ,"Finch stays leg-side of this legbreak outside off and stabs an inside edge to the bowler's right
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is six batting team is Australia bowling team is Pakistan total runs on delivery is 6 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 9.75 innings wickets is 0  ,"looped up outside off, Finch drops down to one knee, sizes it up and clubs it over the long-on fielder for another six
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 9.78 innings wickets is 0  ,"flat dart just outside off, Finch can't get under it, ends up hacking it straight of long-on for a double
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 9.82 innings wickets is 0  ,"googly, short, clipped with the break to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Unknown
play type description is out batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shadab Khan batsman name is Aaron Finch over runs is 11 dismissal is True dismissal type is caught dismissal text is 9.66 innings wickets is 0  ,"<strong>Finally Pakistan have caught one!</strong> Finch backs away outside leg even before Shadab delivers this legbreak outside off, this shortish ball spins away from Finch. He flays it in the air to Farhan, the debutant, who hangs onto the catch with both hands at cover. No fifty for the Finchmeister
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",True,Outside Off,Full,Unknown
play type description is out batting team is Kings XI Punjab bowling team is Chennai Super Kings total runs on delivery is 0 bowler name is Imran Tahir batsman name is Aaron Finch over runs is 5 dismissal is True dismissal type is leg before wicket dismissal text is 10.39 innings wickets is 0  ,"Tahir strikes again, and it's another golden duck for Finch! Or is it? Finch reviews. But this was a poor shot from Finch. Pays the price for playing against the turn. A length ball and Finch clumsily steps forward and looks to close the face. The ball spins past it to hit the pad. A waste of a review, really, as the screen shows three reds
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",True,Off Stump,Full,Loft/Smash
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 5.0 innings wickets is 0  ,"stands tall and punches this length delivery on the up to point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
